outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,employment_clean
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,36,7.628862855663208,5.7872944456538065,9.470431265672609,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,36,7.497192831493768,7.01887098109278,7.975514681894756,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,36,8.015814766094037,6.8479479415956925,9.183681590592382,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,36,7.523809201034837,6.280548077466704,8.767070324602969,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,36,7.554408355990014,6.285906026416017,8.822910685564011,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,37,7.287087737137831,6.961265959619962,7.6129095146557,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,37,7.252248105092987,6.696953631341992,7.807542578843981,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,37,7.240504752251645,6.179133501133791,8.3018760033695,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,37,7.568501432991025,5.859702079951483,9.277300786030567,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,37,7.47475246236721,7.004158992811295,7.945345931923125,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,37,7.980629273609346,6.9147130081448855,9.046545539073806,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,37,7.564612158376653,6.4131294463229285,8.716094870430377,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,37,7.570699329678998,6.289264200507712,8.852134458850283,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,38,7.271108327253101,6.955667158947035,7.586549495559167,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,38,7.212354120133627,6.65620863070179,7.768499609565464,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,38,7.325816160527018,6.258084588633679,8.393547732420357,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,38,7.509587902527175,5.927666126773201,9.091509678281149,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,38,7.4528318344771725,6.989129480745708,7.916534188208637,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,38,7.947174396135652,6.974131573972077,8.920217218299227,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,38,7.602838084787512,6.537842131548907,8.667834038026118,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,38,7.584878377853149,6.293482379439325,8.876274376266974,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,39,7.25560852384419,6.9486121561775445,7.562604891510835,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,39,7.1755762406730845,6.6174656241512695,7.7336868571949,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,39,7.404382103845646,6.319043248613988,8.489720959077305,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,39,7.452122264271658,5.990895019425308,8.913349509118008,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,39,7.431430947823658,6.973942140077718,7.8889197555695985,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,39,7.915450133672953,7.025745124304407,8.805155143041498,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,39,7.638486980267416,6.654417725228662,8.62255623530617,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,39,7.596945500512466,6.298661261874216,8.895229739150716,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,40,7.240588326911097,6.940218706305542,7.540957947516652,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,40,7.141914466711359,6.581073585217497,7.702755348205222,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,40,7.476202582207529,6.366096891128923,8.586308273286136,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,40,7.396104518224474,6.04903479169436,8.743174244754588,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,40,7.410549802406665,6.958746837002287,7.862352767811044,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,40,7.885456486221248,7.069082983907297,8.701829988535199,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,40,7.6715588448163645,6.762544106731008,8.580573582901721,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,40,7.606900697656949,6.3048664900572415,8.908934905256658,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,41,7.226047736453824,6.930631468018801,7.521464004888848,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,41,7.111368798248452,6.54733565424331,7.675401942253594,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,41,7.541277595612668,6.402828880931104,8.679726310294232,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,41,7.341534664385624,6.101651503141415,8.581417825629833,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,41,7.390188398226195,6.9436851549323215,7.836691641520069,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,41,7.857193453780539,7.103721904009018,8.61066500355206,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,41,7.702053678434358,6.861864722372511,8.542242634496205,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,41,7.614743969286599,6.312130661347062,8.917357277226136,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,42,7.211986752472371,6.920016755146667,7.503956749798075,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,42,7.083939235284362,6.516506852584391,7.651371617984332,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,42,7.599607144061061,6.432197701985735,8.767016586136387,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,42,7.288412702755109,6.148222601675391,8.428602803834828,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,42,7.370346735282247,6.9288835208145825,7.811809949749912,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,42,7.8306610363508256,7.129376762503269,8.531945310198385,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,42,7.729971481121395,6.951987053670274,8.507955908572516,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,42,7.620475315401414,6.3204542363877225,8.920496394415107,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,43,7.198405374966738,6.908555133377075,7.4882556165564,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,43,7.0596257778190905,6.4887937784949195,7.630457777143262,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,43,7.651191227552711,6.456552322000632,8.84583013310479,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,43,7.236738633332927,6.188123747909152,8.285353518756702,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,43,7.351024813574822,6.914456221850743,7.787593405298902,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,43,7.80585923393211,7.146006971601972,8.465711496262248,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,43,7.755312252877478,7.032497130480547,8.47812737527441,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,43,7.624094736001395,6.3298067326566105,8.91838273934618,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,44,7.185303603936922,6.896433543704219,7.4741736641696255,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,44,7.038428425852634,6.464355597852879,7.612501253852389,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,44,7.696029846087614,6.477709454402619,8.914350237772611,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,44,7.186512456119077,6.220630018530548,8.152394893707607,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,44,7.332222633103918,6.900496152721555,7.763949113486282,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,44,7.782788046524387,7.153926395034833,8.41164969801394,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,44,7.778075993702603,7.102993793252556,8.453158194152651,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,44,7.625602231086543,6.3401244052955015,8.911080056877584,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,45,7.172681439382927,6.883837520285734,7.46152535848012,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,45,7.020347179384997,6.443305386546253,7.59738897222374,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,45,7.734122999665775,6.4970465603139065,8.971199439017644,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,45,7.137734171113563,6.244930775528119,8.030537566699007,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,45,7.313940193869538,6.887083118471747,7.740797269267329,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,45,7.761447474127661,7.153870662785955,8.369024285469367,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,45,7.798262703596775,7.163140435561766,8.433384971631785,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,45,7.624997800656857,6.351308367491429,8.898687233822285,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,46,7.160538881304752,6.870944532101081,7.450133230508422,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,46,7.005382038416177,6.42571221352571,7.585051863306644,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,46,7.765470688287191,6.515588746952236,9.015352629622146,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,46,7.090403778316382,6.260181196115326,7.9206263605174385,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,46,7.29617749587168,6.8742782781982505,7.718076713545109,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,46,7.74183751674193,7.146982762716077,8.336692270767784,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,46,7.81587238255999,7.212730661438668,8.419014103681311,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,46,7.622281444712338,6.363222229665308,8.881340659759369,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,47,7.1488759297023945,6.857918573697534,7.439833285707255,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,47,6.993533002946173,6.411602264741168,7.575463741151179,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,47,7.790072911951861,6.534076418141513,9.046069405762209,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,47,7.044521277727535,6.265591551589346,7.823451003865723,Out Of Work One Or More
